日期,主力净流入,小单净流入,中单净流入,大单净流入,超大单净流入,主力净流入占比,小单流入净占比,中单流入净占比,大单流入净占比,超大单流入净占比,收盘价,涨跌幅
2023-03-17,-168545680.0,-179936.0,168725600.0,20509632.0,-189055312.0,-3.55,-0.00,3.56,0.43,-3.98,1742.00,-0.57
2023-03-20,-7320768.0,-161516.0,7482304.0,-131302608.0,123981840.0,-0.21,-0.00,0.21,-3.69,3.48,1729.60,-0.71
2023-03-21,573458832.0,-469264.0,-572989552.0,24973984.0,548484848.0,10.44,-0.01,-10.43,0.45,9.99,1775.00,2.62
2023-03-22,-280319920.0,-99507.0,280419440.0,-129232912.0,-151087008.0,-10.28,-0.00,10.28,-4.74,-5.54,1773.35,-0.09
2023-03-23,260470368.0,-310522.0,-260159856.0,-27295632.0,287766000.0,8.45,-0.01,-8.44,-0.89,9.33,1774.86,0.09
2023-03-24,141517520.0,-156619.0,-141360880.0,184992656.0,-43475136.0,6.24,-0.01,-6.23,8.15,-1.92,1778.62,0.21
2023-03-27,-240105424.0,-134333.0,240239760.0,-7088096.0,-233017328.0,-8.89,-0.00,8.90,-0.26,-8.63,1767.79,-0.61
2023-03-28,66867088.0,-203095.0,-66664000.0,7016784.0,59850304.0,2.18,-0.01,-2.17,0.23,1.95,1781.80,0.79
2023-03-29,61667216.0,-249220.0,-61417984.0,-65488688.0,127155904.0,2.23,-0.01,-2.22,-2.37,4.60,1790.00,0.46
2023-03-30,-52165296.0,-229104.0,52394400.0,-200054448.0,147889152.0,-1.51,-0.01,1.52,-5.79,4.28,1800.00,0.56
2023-03-31,90235936.0,-253250.0,-89982672.0,139867744.0,-49631808.0,1.80,-0.01,-1.79,2.78,-0.99,1820.00,1.11
2023-04-03,-244512128.0,-303895.0,244816016.0,-183338976.0,-61173152.0,-6.31,-0.01,6.32,-4.73,-1.58,1802.07,-0.99
2023-04-04,-17331328.0,-380385.0,17711712.0,110498864.0,-127830192.0,-0.48,-0.01,0.49,3.06,-3.54,1814.59,0.69
2023-04-06,-347049280.0,-93984.0,347143248.0,-110035344.0,-237013936.0,-12.97,-0.00,12.97,-4.11,-8.86,1796.96,-0.97
2023-04-07,-65715008.0,-228431.0,65943440.0,22944768.0,-88659776.0,-2.71,-0.01,2.72,0.94,-3.65,1790.99,-0.33
2023-04-10,-427070672.0,-370244.0,427440912.0,-411949168.0,-15121504.0,-8.26,-0.01,8.27,-7.97,-0.29,1771.70,-1.08
2023-04-11,-909536576.0,-145550.0,909682128.0,-365869680.0,-543666896.0,-17.70,-0.00,17.70,-7.12,-10.58,1745.50,-1.48
2023-04-12,-1089367552.0,-450884.0,1089818432.0,-546704016.0,-542663536.0,-12.47,-0.01,12.48,-6.26,-6.21,1694.10,-2.94
2023-04-13,357008352.0,-346895.0,-356661456.0,142692976.0,214315376.0,7.07,-0.01,-7.06,2.83,4.24,1723.00,1.71
2023-04-14,-112736096.0,-199928.0,112936032.0,-181322432.0,68586336.0,-3.09,-0.01,3.10,-4.97,1.88,1713.42,-0.56
2023-04-17,409034800.0,-246616.0,-408788192.0,57150912.0,351883888.0,7.71,-0.00,-7.71,1.08,6.64,1753.00,2.31
2023-04-18,100603104.0,-179731.0,-100423376.0,95151728.0,5451376.0,3.12,-0.01,-3.12,2.95,0.17,1758.00,0.29
2023-04-19,-15494080.0,-96853.0,15590912.0,233897328.0,-249391408.0,-0.60,-0.00,0.61,9.11,-9.71,1759.00,0.06
2023-04-20,-667882560.0,-146849.0,668029408.0,-168735952.0,-499146608.0,-19.26,-0.00,19.26,-4.86,-14.39,1741.88,-0.97
2023-04-21,-143673248.0,-210519.0,143883776.0,-60197472.0,-83475776.0,-4.47,-0.01,4.48,-1.87,-2.60,1725.47,-0.94
2023-04-24,-302938688.0,-90463.0,303029136.0,-112975696.0,-189962992.0,-8.76,-0.00,8.77,-3.27,-5.50,1705.00,-1.19
2023-04-25,-76299536.0,-314975.0,76614528.0,39371888.0,-115671424.0,-2.16,-0.01,2.17,1.11,-3.27,1730.38,1.49
2023-04-26,106462000.0,-245855.0,-106216128.0,-624944.0,107086944.0,2.19,-0.01,-2.18,-0.01,2.20,1743.91,0.78
2023-04-27,-185717664.0,-274144.0,185991792.0,-17722880.0,-167994784.0,-4.14,-0.01,4.14,-0.39,-3.74,1757.92,0.80
2023-04-28,100330288.0,-191540.0,-100138752.0,60195408.0,40134880.0,2.16,-0.00,-2.16,1.30,0.87,1760.52,0.15
2023-05-04,-177833120.0,-241825.0,178074944.0,-255900992.0,78067872.0,-3.69,-0.01,3.70,-5.31,1.62,1749.90,-0.60
2023-05-05,109432400.0,-250742.0,-109181648.0,-181364288.0,290796688.0,3.02,-0.01,-3.01,-5.01,8.03,1750.00,0.01
2023-05-08,-148921936.0,-177291.0,149099232.0,-332854880.0,183932944.0,-2.59,-0.00,2.60,-5.80,3.20,1720.52,-1.68
2023-05-09,449425376.0,-72333.0,-449353040.0,281025808.0,168399568.0,8.89,-0.00,-8.89,5.56,3.33,1722.00,0.09
2023-05-10,306521104.0,-84716.0,-306436384.0,428482944.0,-121961840.0,8.54,-0.00,-8.54,11.94,-3.40,1725.00,0.17
2023-05-11,-108869696.0,-99825.0,108969520.0,-102776112.0,-6093584.0,-4.15,-0.00,4.15,-3.92,-0.23,1717.07,-0.46
2023-05-12,-233039184.0,-184778.0,233223968.0,-85359888.0,-147679296.0,-6.99,-0.01,6.99,-2.56,-4.43,1706.40,-0.62
2023-05-15,260495760.0,-324206.0,-260171552.0,-183065584.0,443561344.0,5.94,-0.01,-5.93,-4.18,10.12,1716.30,0.58
2023-05-16,60234784.0,-63082.0,-60171696.0,-30378528.0,90613312.0,1.59,-0.00,-1.59,-0.80,2.39,1703.29,-0.76
2023-05-17,367773248.0,-352810.0,-367420432.0,213340288.0,154432960.0,12.87,-0.01,-12.85,7.46,5.40,1701.00,-0.13
2023-05-18,143482176.0,-118745.0,-143363440.0,24472448.0,119009728.0,4.40,-0.00,-4.40,0.75,3.65,1691.00,-0.59
2023-05-19,-82793328.0,-249653.0,83042976.0,-169995872.0,87202544.0,-1.84,-0.01,1.84,-3.77,1.94,1699.50,0.50
2023-05-22,1136981168.0,-400501.0,-1136580656.0,456679008.0,680302160.0,15.87,-0.01,-15.86,6.37,9.49,1746.00,2.74
2023-05-23,-70807984.0,-173336.0,70981312.0,-82787328.0,11979344.0,-2.41,-0.01,2.42,-2.82,0.41,1724.55,-1.23
2023-05-24,73423264.0,-184241.0,-73239024.0,-42595824.0,116019088.0,2.31,-0.01,-2.30,-1.34,3.65,1710.90,-0.79
2023-05-25,-356595936.0,-122248.0,356718192.0,-105772112.0,-250823824.0,-9.35,-0.00,9.35,-2.77,-6.58,1701.00,-0.58
2023-05-26,-309159728.0,-339860.0,309499600.0,-315263680.0,6103952.0,-10.00,-0.01,10.01,-10.20,0.20,1690.56,-0.61
2023-05-29,-83377760.0,-450624.0,83828384.0,-69716416.0,-13661344.0,-2.78,-0.02,2.80,-2.33,-0.46,1689.00,-0.09
2023-05-30,-259858704.0,-221100.0,260079808.0,29669296.0,-289528000.0,-5.87,-0.00,5.88,0.67,-6.54,1668.29,-1.23
2023-05-31,-387861984.0,-369940.0,388231936.0,-273148336.0,-114713648.0,-6.41,-0.01,6.41,-4.51,-1.89,1628.90,-2.36
2023-06-01,190594640.0,-465914.0,-190128720.0,218722192.0,-28127552.0,4.05,-0.01,-4.04,4.65,-0.60,1635.92,0.43
2023-06-02,280100368.0,-265273.0,-279835104.0,174288976.0,105811392.0,6.73,-0.01,-6.72,4.19,2.54,1670.60,2.12
2023-06-05,-183984368.0,-158788.0,184143152.0,-188413088.0,4428720.0,-6.80,-0.01,6.81,-6.97,0.16,1665.00,-0.34
2023-06-06,-69163360.0,-436480.0,69599840.0,-222896720.0,153733360.0,-2.08,-0.01,2.09,-6.70,4.62,1666.99,0.12
2023-06-07,6894304.0,-181643.0,-6712656.0,-53102016.0,59996320.0,0.23,-0.01,-0.23,-1.79,2.02,1650.90,-0.97
2023-06-08,183409472.0,-229412.0,-183180064.0,48780240.0,134629232.0,7.51,-0.01,-7.50,2.00,5.51,1668.00,1.04
2023-06-09,-72924912.0,-247137.0,73172048.0,-140874480.0,67949568.0,-2.48,-0.01,2.49,-4.79,2.31,1666.00,-0.12
