板块,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,所属行业
主板,002863,今飞凯达,2017-04-18,"498,863,761","498,863,761",C 制造业
主板,002864,盘龙药业,2017-11-16,"96,928,220","64,632,284",C 制造业
主板,002865,钧达股份,2017-04-25,"198,817,070","193,966,436",C 制造业
主板,002866,传艺科技,2017-04-26,"289,522,256","180,610,781",C 制造业
主板,002867,周大生,2017-04-27,"1,095,926,265","1,083,577,719",C 制造业
主板,002868,绿康生化,2017-05-03,"155,415,837","152,791,208",C 制造业
主板,002869,金溢科技,2017-05-15,"179,556,341","153,431,829",C 制造业
主板,002870,香山股份,2017-05-15,"132,075,636","110,286,580",C 制造业
主板,002871,伟隆股份,2017-05-11,"219,540,292","118,459,358",C 制造业
主板,002872,ST天圣,2017-05-19,"318,000,000","214,885,809",F 批发零售
主板,002873,新天药业,2017-05-19,"231,785,197","223,091,831",C 制造业
主板,002875,安奈儿,2017-06-01,"212,817,152","114,826,348",C 制造业
主板,002876,三利谱,2017-05-25,"173,884,932","148,733,397",C 制造业
主板,002877,智能自控,2017-06-05,"332,574,991","208,465,140",C 制造业
主板,002878,元隆雅图,2017-06-06,"223,170,841","195,190,916",L 商务服务
主板,002879,长缆科技,2017-07-07,"193,107,640","134,112,548",C 制造业
主板,002880,卫光生物,2017-06-16,"226,800,000","226,800,000",C 制造业
主板,002881,美格智能,2017-06-22,"261,179,854","161,363,341",C 制造业
主板,002882,金龙羽,2017-07-17,"432,900,000","246,525,000",C 制造业
主板,002883,中设股份,2017-06-20,"156,227,282","129,034,827",M 科研服务
主板,002884,凌霄泵业,2017-07-11,"357,682,509","273,030,113",C 制造业
主板,002885,京泉华,2017-06-27,"272,336,358","207,378,636",C 制造业
主板,002886,沃特股份,2017-06-27,"226,573,529","171,765,628",C 制造业
主板,002887,绿茵生态,2017-08-01,"312,000,000","165,482,685",N 公共环保
主板,002888,惠威科技,2017-07-21,"149,611,680","75,600,526",C 制造业
主板,002889,东方嘉盛,2017-07-31,"192,960,200","125,379,155",L 商务服务
主板,002890,弘宇股份,2017-08-02,"130,673,200","121,087,377",C 制造业
主板,002891,中宠股份,2017-08-21,"294,113,945","294,104,720",C 制造业
主板,002892,科力尔,2017-08-17,"444,149,505","275,516,875",C 制造业
主板,002893,京能热力,2017-09-15,"202,800,000","201,790,045",D 水电煤气
主板,002895,川恒股份,2017-08-25,"501,825,697","496,088,197",C 制造业
主板,002896,中大力德,2017-08-29,"151,171,285","151,171,285",C 制造业
主板,002897,意华股份,2017-09-07,"170,672,000","163,235,437",C 制造业
主板,002898,赛隆药业,2017-09-12,"176,000,000","101,262,561",C 制造业
主板,002899,英派斯,2017-09-15,"120,000,000","120,000,000",C 制造业
主板,002900,哈三联,2017-09-22,"316,560,050","165,868,286",C 制造业
主板,002901,大博医疗,2017-09-22,"414,019,506","350,633,999",C 制造业
主板,002902,铭普光磁,2017-09-29,"211,520,000","149,489,203",C 制造业
主板,002903,宇环数控,2017-10-13,"152,244,000","98,922,733",C 制造业
主板,002905,金逸影视,2017-10-16,"376,320,000","376,320,000",R 文化传播
主板,002906,华阳集团,2017-10-13,"476,890,980","475,656,942",C 制造业
主板,002907,华森制药,2017-10-20,"417,596,314","308,885,605",C 制造业
主板,002908,德生科技,2017-10-20,"431,432,088","308,644,718",I 信息技术
主板,002909,集泰股份,2017-10-26,"372,752,452","361,763,029",C 制造业
主板,002910,庄园牧场,2017-10-31,"195,210,000","171,061,950",C 制造业
主板,002911,佛燃能源,2017-11-22,"954,658,800","951,460,138",D 水电煤气
主板,002912,中新赛克,2017-11-21,"170,752,000","162,222,011",I 信息技术
主板,002913,奥士康,2017-12-01,"317,360,504","265,921,349",C 制造业
主板,002915,中欣氟材,2017-12-05,"327,957,575","287,892,375",C 制造业
主板,002916,深南电路,2017-12-13,"512,877,535","509,246,016",C 制造业
主板,002917,金奥博,2017-12-08,"347,614,197","260,545,231",C 制造业
主板,002918,蒙娜丽莎,2017-12-19,"415,179,279","219,461,830",C 制造业
主板,002919,名臣健康,2017-12-18,"222,170,055","219,899,476",C 制造业
主板,002920,德赛西威,2017-12-26,"555,198,000","549,850,000",C 制造业
主板,002921,联诚精密,2017-12-27,"131,645,374","105,930,779",C 制造业
主板,002922,伊戈尔,2017-12-29,"301,651,955","278,146,831",C 制造业
主板,002923,润都股份,2018-01-05,"334,893,286","257,435,729",C 制造业
主板,002925,盈趣科技,2018-01-15,"782,523,769","735,205,715",C 制造业
主板,002926,华西证券,2018-02-05,"2,625,000,000","2,625,000,000",J 金融业
主板,002927,泰永长征,2018-02-23,"223,215,790","220,179,620",C 制造业
主板,002928,华夏航空,2018-03-02,"1,278,241,550","1,223,893,725",G 运输仓储
主板,002929,润建股份,2018-03-01,"232,785,968","161,247,952",I 信息技术
主板,002930,宏川智慧,2018-03-28,"452,990,949","429,848,035",G 运输仓储
主板,002931,锋龙股份,2018-04-03,"199,173,096","180,676,757",C 制造业
主板,002932,明德生物,2018-07-10,"232,520,957","154,301,708",C 制造业
主板,002933,新兴装备,2018-08-28,"117,350,000","113,088,395",C 制造业
主板,002935,天奥电子,2018-09-03,"357,446,752","338,286,396",C 制造业
主板,002936,郑州银行,2018-09-19,"6,428,757,599","6,084,643,245",J 金融业
主板,002937,兴瑞科技,2018-09-26,"297,853,000","290,564,222",C 制造业
主板,002938,鹏鼎控股,2018-09-18,"2,320,437,816","2,276,338,016",C 制造业
主板,002939,长城证券,2018-10-26,"4,034,426,956","3,487,622,957",J 金融业
主板,002940,昂利康,2018-10-23,"201,728,186","185,275,468",C 制造业
主板,002941,新疆交建,2018-11-28,"645,080,478","639,238,341",E 建筑业
主板,002942,新农股份,2018-12-05,"156,000,000","139,780,875",C 制造业
主板,002943,宇晶股份,2018-11-29,"156,828,900","92,579,505",C 制造业
主板,002945,华林证券,2019-01-17,"2,700,000,000","2,700,000,000",J 金融业
主板,002946,新乳业,2019-01-25,"866,583,098","846,100,569",C 制造业
主板,002947,恒铭达,2019-02-01,"230,171,765","160,742,208",C 制造业
主板,002948,青岛银行,2019-01-16,"3,528,409,250","3,014,747,897",J 金融业
主板,002949,华阳国际,2019-02-26,"196,039,594","149,106,769",M 科研服务
主板,002950,奥美医疗,2019-03-11,"633,265,407","451,995,209",C 制造业
主板,002951,金时科技,2019-03-15,"405,000,000","404,998,500",C 制造业
主板,002952,亚世光电,2019-03-28,"164,340,000","132,045,032",C 制造业
主板,002953,日丰股份,2019-05-09,"352,326,032","200,551,882",C 制造业
主板,002955,鸿合科技,2019-05-23,"234,320,690","186,050,991",C 制造业
主板,002956,西麦食品,2019-06-19,"223,277,669","222,406,046",C 制造业
主板,002957,科瑞技术,2019-07-26,"410,762,170","410,025,366",C 制造业
主板,002958,青农商行,2019-03-26,"5,555,614,812","4,854,313,585",J 金融业
主板,002959,小熊电器,2019-08-23,"156,506,894","156,368,569",C 制造业
主板,002960,青鸟消防,2019-08-09,"736,522,507","626,899,579",C 制造业
主板,002961,瑞达期货,2019-09-05,"445,029,311","445,029,311",J 金融业
主板,002962,五方光电,2019-09-17,"293,479,151","209,194,013",C 制造业
主板,002963,豪尔赛,2019-10-28,"150,359,930","122,994,048",E 建筑业
主板,002965,祥鑫科技,2019-10-25,"178,268,038","115,545,538",C 制造业
主板,002966,苏州银行,2019-08-02,"3,666,736,000","3,541,940,054",J 金融业
主板,002967,广电计量,2019-11-08,"575,225,846","515,105,841",M 科研服务
主板,002968,新大正,2019-12-03,"227,926,283","205,569,158",K 房地产
主板,002969,嘉美包装,2019-12-02,"961,954,154","528,499,594",C 制造业
主板,002970,锐明技术,2019-12-17,"172,996,000","107,757,092",I 信息技术
主板,002971,和远气体,2020-01-13,"160,000,000","124,582,010",C 制造业
主板,002972,科安达,2019-12-27,"246,008,800","123,673,638",C 制造业
主板,002973,侨银股份,2020-01-06,"408,664,950","204,674,040",N 公共环保
主板,002975,博杰股份,2020-02-05,"139,380,142","70,309,882",C 制造业
主板,002976,瑞玛精密,2020-03-06,"120,478,200","64,642,200",C 制造业
主板,002977,天箭科技,2020-03-17,"100,100,000","54,471,064",C 制造业
主板,002978,安宁股份,2020-04-17,"401,000,000","299,000,000",B 采矿业
主板,002979,雷赛智能,2020-04-08,"309,100,000","213,472,809",C 制造业
主板,002980,华盛昌,2020-04-15,"136,354,900","71,833,400",C 制造业
主板,002981,朝阳科技,2020-04-17,"96,000,000","84,750,000",C 制造业
主板,002982,湘佳股份,2020-04-24,"101,881,118","65,888,169",A 农林牧渔
主板,002983,芯瑞达,2020-04-28,"185,808,000","106,158,875",C 制造业
主板,002984,森麒麟,2020-09-11,"649,671,628","291,906,702",C 制造业
主板,002985,北摩高科,2020-04-29,"331,853,600","209,622,206",C 制造业
主板,002986,宇新股份,2020-06-02,"228,151,400","166,653,900",C 制造业
主板,002987,京北方,2020-05-07,"440,857,573","428,172,416",I 信息技术
主板,002988,豪美新材,2020-05-18,"232,771,016","232,588,016",C 制造业
主板,002989,中天精装,2020-06-10,"181,697,267","164,102,267",E 建筑业
主板,002990,盛视科技,2020-05-25,"258,041,750","132,470,425",I 信息技术
主板,002991,甘源食品,2020-07-31,"93,215,831","36,578,786",C 制造业
主板,002992,宝明科技,2020-08-03,"185,951,135","78,371,735",C 制造业
主板,002993,奥海科技,2020-08-17,"276,040,000","101,389,750",C 制造业
主板,002995,天地在线,2020-08-05,"177,454,480","80,859,355",I 信息技术
主板,002996,顺博合金,2020-08-28,"439,001,061","125,732,860",C 制造业
主板,002997,瑞鹄模具,2020-09-03,"183,635,217","114,485,217",C 制造业
主板,002998,优彩资源,2020-09-25,"326,398,400","152,011,400",C 制造业
主板,002999,天禾股份,2020-09-03,"347,592,000","218,480,150",F 批发零售
主板,003000,劲仔食品,2020-09-14,"451,069,159","223,671,319",C 制造业
主板,003001,中岩大地,2020-10-13,"127,750,726","49,375,140",E 建筑业
主板,003002,壶化股份,2020-09-22,"200,000,000","83,524,500",C 制造业
主板,003003,天元股份,2020-09-21,"177,073,440","91,781,813",C 制造业
主板,003004,声迅股份,2020-11-26,"81,840,000","33,640,975",I 信息技术
主板,003005,竞业达,2020-09-22,"148,400,000","53,114,052",I 信息技术
主板,003006,百亚股份,2020-09-21,"430,330,300","215,617,800",C 制造业
主板,003007,直真科技,2020-09-23,"104,000,000","38,564,415",I 信息技术
主板,003008,开普检测,2020-09-23,"80,000,000","34,822,420",M 科研服务
主板,003009,中天火箭,2020-09-25,"155,393,068","44,013,774",C 制造业
主板,003010,若羽臣,2020-09-25,"121,699,840","71,682,792",I 信息技术
主板,003011,海象新材,2020-09-30,"102,676,000","55,346,495",C 制造业
主板,003012,东鹏控股,2020-10-19,"1,173,000,000","636,299,297",C 制造业
主板,003013,地铁设计,2020-10-22,"400,010,000","60,206,896",M 科研服务
主板,003015,日久光电,2020-10-21,"281,066,667","193,679,656",C 制造业
主板,003016,欣贺股份,2020-10-26,"431,649,588","147,374,612",C 制造业
主板,003017,大洋生物,2020-10-26,"60,000,000","42,393,840",C 制造业
主板,003018,金富科技,2020-11-06,"260,000,000","75,896,700",C 制造业
主板,003019,宸展光电,2020-11-17,"162,584,617","112,290,874",C 制造业
主板,003020,立方制药,2020-12-15,"159,207,100","71,171,374",F 批发零售
主板,003021,兆威机电,2020-12-04,"171,014,978","60,272,000",C 制造业
主板,003022,联泓新科,2020-12-08,"1,335,568,000","306,696,000",C 制造业
主板,003023,彩虹集团,2020-12-11,"105,341,600","51,409,177",C 制造业
主板,003025,思进智能,2020-12-11,"236,627,965","112,457,714",C 制造业
主板,003026,中晶科技,2020-12-18,"101,017,880","55,681,970",C 制造业
主板,003027,同兴环保,2020-12-18,"132,419,000","66,675,850",N 公共环保
主板,003028,振邦智能,2020-12-28,"111,430,768","28,020,353",C 制造业
主板,003029,吉大正元,2020-12-24,"186,347,000","113,360,841",I 信息技术
主板,003030,祖名股份,2021-01-06,"124,780,000","50,342,125",C 制造业
主板,003031,中瓷电子,2021-01-04,"209,066,666","69,478,518",C 制造业
主板,003032,传智教育,2021-01-12,"402,447,500","170,779,440",P 教育
主板,003033,征和工业,2021-01-11,"81,750,000","24,091,250",C 制造业
主板,003035,南网能源,2021-01-19,"3,787,878,787","1,636,060,605",M 科研服务
主板,003036,泰坦股份,2021-01-28,"216,000,000","56,706,250",C 制造业
主板,003037,三和管桩,2021-02-04,"503,836,583","91,021,583",C 制造业
主板,003038,鑫铂股份,2021-02-10,"147,622,137","68,134,638",C 制造业
主板,003039,顺控发展,2021-03-08,"617,518,730","122,518,730",D 水电煤气
主板,003040,楚天龙,2021-03-22,"461,135,972","216,564,408",C 制造业
主板,003041,真爱美家,2021-04-06,"144,000,000","45,817,200",C 制造业
主板,003042,中农联合,2021-04-06,"142,480,000","68,111,745",C 制造业
主板,003043,华亚智能,2021-04-06,"80,000,000","28,985,171",C 制造业
主板,003816,中国广核,2019-08-26,"39,334,986,100","39,334,986,100",D 水电煤气
创业板,300001,特锐德,2009-10-30,"1,040,710,713","1,027,946,320",C 制造业
创业板,300002,神州泰岳,2009-10-30,"1,961,091,984","1,819,194,037",I 信息技术
创业板,300003,乐普医疗,2009-10-30,"1,880,610,036","1,614,987,674",C 制造业
创业板,300004,南风股份,2009-10-30,"479,993,598","477,553,715",C 制造业
创业板,300005,探路者,2009-10-30,"883,702,186","883,702,186",C 制造业
创业板,300006,莱美药业,2009-10-30,"1,055,911,205","812,152,773",C 制造业
创业板,300007,汉威科技,2009-10-30,"326,272,755","281,997,702",C 制造业
创业板,300008,天海防务,2009-10-30,"1,728,029,133","1,431,170,071",E 建筑业
创业板,300009,安科生物,2009-10-30,"1,673,257,958","1,160,598,285",C 制造业
创业板,300010,*ST豆神,2009-10-30,"868,324,647","821,720,376",I 信息技术
创业板,300011,鼎汉技术,2009-10-30,"558,650,387","500,792,001",C 制造业
创业板,300012,华测检测,2009-10-30,"1,682,828,214","1,526,953,417",M 科研服务
创业板,300013,新宁物流,2009-10-30,"446,687,115","446,007,615",G 运输仓储
创业板,300014,亿纬锂能,2009-10-30,"2,045,721,497","1,861,566,272",C 制造业
创业板,300015,爱尔眼科,2009-10-30,"9,328,411,413","7,717,806,213",Q 卫生
创业板,300016,北陆药业,2009-10-30,"491,934,152","491,170,577",C 制造业
创业板,300017,网宿科技,2009-10-30,"2,437,230,675","2,269,854,539",I 信息技术
创业板,300018,中元股份,2009-10-30,"480,831,536","413,713,514",C 制造业
创业板,300019,硅宝科技,2009-10-30,"391,090,200","335,139,809",C 制造业
创业板,300020,银江技术,2009-10-30,"794,677,974","627,750,696",I 信息技术
创业板,300021,大禹节水,2009-10-30,"861,960,075","700,990,722",C 制造业
创业板,300022,吉峰科技,2009-10-30,"494,240,380","323,481,737",F 批发零售
创业板,300024,机器人,2009-10-30,"1,550,211,950","1,518,234,954",C 制造业
创业板,300025,华星创业,2009-10-30,"503,650,562","428,530,562",I 信息技术
创业板,300026,红日药业,2009-10-30,"3,004,154,837","2,752,148,441",C 制造业
创业板,300027,华谊兄弟,2009-10-30,"2,774,505,919","2,417,762,293",R 文化传播
创业板,300029,ST天龙,2009-12-25,"200,506,500","200,360,250",C 制造业
创业板,300030,阳普医疗,2009-12-25,"309,187,315","270,650,613",C 制造业
创业板,300031,宝通科技,2009-12-25,"412,523,242","345,762,814",I 信息技术
创业板,300032,金龙机电,2009-12-25,"803,169,608","803,168,108",C 制造业
创业板,300033,同花顺,2009-12-25,"537,600,000","271,546,181",J 金融业
创业板,300034,钢研高纳,2009-12-25,"485,668,928","453,286,662",C 制造业
创业板,300035,中科电气,2009-12-25,"723,310,765","635,593,438",C 制造业
创业板,300036,超图软件,2009-12-25,"492,766,617","432,692,781",I 信息技术
创业板,300037,新宙邦,2010-01-08,"745,704,666","535,566,628",C 制造业
创业板,300039,上海凯宝,2010-01-08,"1,046,000,000","916,847,269",C 制造业
创业板,300040,九洲集团,2010-01-08,"587,688,834","461,680,693",C 制造业
创业板,300041,回天新材,2010-01-08,"559,419,576","544,419,778",C 制造业
创业板,300042,朗科科技,2010-01-08,"200,400,000","181,607,032",C 制造业
创业板,300043,星辉娱乐,2010-01-20,"1,244,198,401","835,817,901",I 信息技术
创业板,300044,赛为智能,2010-01-20,"770,161,228","684,815,114",I 信息技术
创业板,300045,华力创通,2010-01-20,"662,675,236","492,820,901",C 制造业
创业板,300046,台基股份,2010-01-20,"237,171,371","236,531,371",C 制造业
创业板,300047,天源迪科,2010-01-20,"637,744,672","538,921,153",I 信息技术
创业板,300048,合康新能,2010-01-20,"1,108,301,357","1,106,564,757",C 制造业
创业板,300049,福瑞股份,2010-01-20,"263,053,100","230,500,795",C 制造业
创业板,300050,世纪鼎利,2010-01-20,"560,036,718","512,191,756",I 信息技术
创业板,300051,三五互联,2010-02-11,"365,698,690","365,698,690",I 信息技术
创业板,300052,中青宝,2010-02-11,"261,858,710","261,213,528",I 信息技术
创业板,300053,欧比特,2010-02-11,"696,874,323","643,498,428",C 制造业
创业板,300054,鼎龙股份,2010-02-11,"940,242,099","730,342,795",C 制造业
创业板,300055,万邦达,2010-02-26,"836,749,606","624,287,683",E 建筑业
创业板,300056,中创环保,2010-02-26,"385,490,443","385,330,168",C 制造业
创业板,300057,万顺新材,2010-02-26,"909,859,421","733,644,613",C 制造业
创业板,300058,蓝色光标,2010-02-26,"2,491,037,834","2,307,690,249",L 商务服务
创业板,300059,东方财富,2010-03-19,"15,856,995,052","13,311,538,021",J 金融业
创业板,300061,旗天科技,2010-03-19,"658,993,677","560,948,720",L 商务服务
创业板,300062,中能电气,2010-03-19,"557,577,326","378,813,206",C 制造业
创业板,300063,天龙集团,2010-03-26,"753,971,950","620,204,825",L 商务服务
创业板,300065,海兰信,2010-03-26,"724,480,225","627,562,217",C 制造业
创业板,300066,三川智慧,2010-03-26,"1,040,033,262","1,003,428,138",C 制造业
创业板,300067,安诺其,2010-04-21,"1,050,276,214","773,225,349",C 制造业
创业板,300068,南都电源,2010-04-21,"864,870,893","822,699,349",C 制造业
创业板,300069,金利华电,2010-04-21,"117,000,000","117,000,000",C 制造业
创业板,300070,碧水源,2010-04-21,"3,624,209,363","2,833,779,087",N 公共环保
创业板,300071,福石控股,2010-04-21,"948,117,486","906,196,834",L 商务服务
创业板,300072,海新能科,2010-04-27,"2,349,720,302","2,329,471,115",C 制造业
创业板,300073,当升科技,2010-04-27,"506,500,774","488,466,020",C 制造业
创业板,300074,华平股份,2010-04-27,"531,020,900","530,472,688",I 信息技术
创业板,300075,数字政通,2010-04-27,"510,533,465","418,741,439",I 信息技术
创业板,300076,GQY视讯,2010-04-30,"424,000,000","424,000,000",C 制造业
创业板,300077,国民技术,2010-04-30,"595,638,000","554,864,500",C 制造业
创业板,300078,思创医惠,2010-04-30,"863,767,466","836,315,732",C 制造业
创业板,300079,数码视讯,2010-04-30,"1,429,008,862","1,269,057,256",C 制造业
创业板,300080,易成新能,2010-06-25,"2,176,149,426","1,225,491,947",C 制造业
创业板,300081,恒信东方,2010-05-20,"604,795,417","506,785,907",M 科研服务
创业板,300082,奥克股份,2010-05-20,"680,098,200","678,207,963",C 制造业
创业板,300083,创世纪,2010-05-20,"1,675,864,589","1,352,800,829",C 制造业
创业板,300084,海默科技,2010-05-20,"384,765,738","329,231,481",B 采矿业
创业板,300085,银之杰,2010-05-26,"706,640,535","512,543,707",I 信息技术
创业板,300086,康芝药业,2010-05-26,"450,000,000","435,663,111",C 制造业
创业板,300087,荃银高科,2010-05-26,"947,331,751","895,905,066",A 农林牧渔
创业板,300088,长信科技,2010-05-26,"2,454,918,133","2,442,690,901",C 制造业
创业板,300089,*ST文化,2010-06-25,"481,056,870","405,626,232",C 制造业
创业板,300091,金通灵,2010-06-25,"1,489,164,214","1,100,384,710",C 制造业
创业板,300092,科新机电,2010-07-08,"273,923,271","167,541,985",C 制造业
创业板,300093,金刚光伏,2010-07-08,"216,000,000","215,329,725",C 制造业
创业板,300094,国联水产,2010-07-08,"1,133,531,253","1,105,104,899",C 制造业
创业板,300095,华伍股份,2010-07-28,"420,090,164","336,491,517",C 制造业
创业板,300096,易联众,2010-07-28,"430,000,000","376,515,629",I 信息技术
创业板,300097,智云股份,2010-07-28,"288,549,669","270,018,948",C 制造业
创业板,300098,高新兴,2010-07-28,"1,737,782,275","1,540,452,546",I 信息技术
创业板,300099,精准信息,2010-08-06,"737,265,255","579,417,063",C 制造业
创业板,300100,双林股份,2010-08-06,"402,149,793","387,062,884",C 制造业
创业板,300101,振芯科技,2010-08-06,"564,546,000","562,400,365",C 制造业
创业板,300102,乾照光电,2010-08-12,"912,559,597","908,272,833",C 制造业
创业板,300103,达刚控股,2010-08-12,"317,601,000","245,446,447",N 公共环保
创业板,300105,龙源技术,2010-08-20,"518,980,440","513,213,525",C 制造业
创业板,300106,西部牧业,2010-08-20,"211,332,310","211,332,310",A 农林牧渔
创业板,300107,建新股份,2010-08-20,"551,731,068","337,505,832",C 制造业
创业板,300108,*ST吉药,2010-08-25,"666,014,674","656,559,424",C 制造业
创业板,300109,新开源,2010-08-25,"323,905,337","285,151,984",C 制造业
创业板,300110,华仁药业,2010-08-25,"1,182,212,982","1,180,448,607",C 制造业
创业板,300111,向日葵,2010-08-27,"1,287,210,714","1,119,800,000",C 制造业
创业板,300112,万讯自控,2010-08-27,"293,646,277","237,488,906",C 制造业
创业板,300113,顺网科技,2010-08-27,"694,287,240","528,867,153",I 信息技术
创业板,300114,中航电测,2010-08-27,"590,760,499","590,671,849",C 制造业
创业板,300115,长盈精密,2010-09-02,"1,203,398,148","1,198,910,676",C 制造业
创业板,300116,保力新,2010-09-02,"4,425,591,367","4,103,846,537",C 制造业
创业板,300117,嘉寓股份,2010-09-02,"716,760,000","716,760,000",E 建筑业
创业板,300118,东方日升,2010-09-02,"1,140,013,863","692,275,460",C 制造业
创业板,300119,瑞普生物,2010-09-17,"468,018,786","334,306,886",C 制造业
创业板,300120,经纬辉开,2010-09-17,"574,393,929","403,899,094",C 制造业
创业板,300121,阳谷华泰,2010-09-17,"404,770,870","390,233,608",C 制造业
创业板,300122,智飞生物,2010-09-28,"2,400,000,000","1,420,518,413",C 制造业
创业板,300123,亚光科技,2010-09-28,"1,007,559,123","987,598,818",C 制造业
创业板,300124,汇川技术,2010-09-28,"2,661,146,676","2,315,359,781",C 制造业
创业板,300125,聆达股份,2010-10-13,"265,499,995","262,879,845",C 制造业
创业板,300126,锐奇股份,2010-10-13,"303,957,600","210,363,404",C 制造业
创业板,300127,银河磁体,2010-10-13,"323,146,360","230,816,140",C 制造业
创业板,300128,锦富技术,2010-10-13,"1,094,115,412","1,093,858,762",C 制造业
创业板,300129,泰胜风能,2010-10-19,"934,899,232","648,768,177",C 制造业
创业板,300130,新国都,2010-10-19,"534,279,972","399,907,182",C 制造业
创业板,300131,英唐智控,2010-10-19,"1,137,597,085","1,028,519,941",F 批发零售
创业板,300132,青松股份,2010-10-26,"516,580,886","492,024,055",C 制造业
创业板,300133,华策影视,2010-10-26,"1,901,073,701","1,628,270,501",R 文化传播
创业板,300134,大富科技,2010-10-26,"767,498,006","712,418,006",C 制造业
创业板,300135,宝利国际,2010-10-26,"921,600,000","921,600,000",C 制造业
创业板,300136,信维通信,2010-11-05,"967,568,638","824,457,676",C 制造业
创业板,300137,先河环保,2010-11-05,"545,374,010","485,840,669",C 制造业
创业板,300138,晨光生物,2010-11-05,"532,773,991","429,450,156",C 制造业
创业板,300139,晓程科技,2010-11-12,"274,000,000","233,651,725",C 制造业
创业板,300140,中环装备,2010-11-12,"427,244,052","423,395,434",C 制造业
创业板,300141,和顺电气,2010-11-12,"253,884,600","190,471,316",C 制造业
创业板,300142,沃森生物,2010-11-12,"1,607,348,484","1,567,525,477",C 制造业
创业板,300143,盈康生命,2010-12-09,"642,167,010","545,840,764",Q 卫生
创业板,300144,宋城演艺,2010-12-09,"2,614,694,040","2,351,388,116",R 文化传播
创业板,300145,中金环境,2010-12-09,"1,923,088,236","1,893,597,187",C 制造业
创业板,300146,汤臣倍健,2010-12-15,"1,700,630,231","1,129,771,334",C 制造业
创业板,300147,香雪制药,2010-12-15,"661,279,045","657,388,542",C 制造业
创业板,300148,天舟文化,2010-12-15,"835,339,343","790,486,735",I 信息技术
创业板,300149,睿智医药,2010-12-22,"499,776,892","498,906,992",M 科研服务
创业板,300150,世纪瑞尔,2010-12-22,"585,106,053","514,733,937",I 信息技术
创业板,300151,昌红科技,2010-12-22,"502,507,955","320,898,973",C 制造业
创业板,300152,新动力,2010-12-29,"712,800,000","712,408,100",N 公共环保
创业板,300153,科泰电源,2010-12-29,"320,000,000","318,030,118",C 制造业
创业板,300154,瑞凌股份,2010-12-29,"455,843,200","319,428,450",C 制造业
创业板,300155,安居宝,2011-01-07,"561,227,744","330,296,486",C 制造业
创业板,300157,恒泰艾普,2011-01-07,"712,113,257","697,735,082",B 采矿业
创业板,300158,振东制药,2011-01-07,"1,027,494,660","1,024,133,250",C 制造业
创业板,300159,ST新研,2011-01-07,"1,490,360,202","1,490,360,202",C 制造业
创业板,300160,秀强股份,2011-01-13,"772,946,292","607,537,442",C 制造业
创业板,300161,华中数控,2011-01-13,"198,696,906","168,762,123",C 制造业
创业板,300162,雷曼光电,2011-01-13,"349,510,030","272,161,780",C 制造业
创业板,300163,先锋新材,2011-01-13,"474,000,000","416,787,665",C 制造业
创业板,300164,通源石油,2011-01-13,"590,908,629","492,819,667",B 采矿业
创业板,300165,天瑞仪器,2011-01-25,"495,511,725","400,239,783",C 制造业
创业板,300166,东方国信,2011-01-25,"1,152,381,437","919,410,291",I 信息技术
创业板,300167,ST迪威迅,2011-01-25,"360,550,000","314,740,000",I 信息技术
创业板,300168,万达信息,2011-01-25,"1,443,191,991","1,183,238,016",I 信息技术
创业板,300169,天晟新材,2011-01-25,"325,984,340","301,735,782",C 制造业
创业板,300170,汉得信息,2011-02-01,"973,969,175","933,194,333",I 信息技术
创业板,300171,东富龙,2011-02-01,"760,702,540","438,493,700",C 制造业
创业板,300172,中电环保,2011-02-01,"676,710,000","523,512,387",N 公共环保
创业板,300173,福能东方,2011-02-01,"734,725,698","734,467,700",C 制造业
创业板,300174,元力股份,2011-02-01,"363,419,860","362,363,462",C 制造业
创业板,300175,朗源股份,2011-02-15,"470,800,000","470,800,000",C 制造业
创业板,300176,派生科技,2011-02-15,"387,280,800","387,280,800",C 制造业
创业板,300177,中海达,2011-02-15,"744,169,066","606,267,406",C 制造业
创业板,300179,四方达,2011-02-15,"485,908,830","376,046,987",C 制造业
创业板,300180,华峰超纤,2011-02-22,"1,761,060,155","1,474,686,192",C 制造业
创业板,300181,佐力药业,2011-02-22,"701,387,335","601,081,358",C 制造业
创业板,300182,捷成股份,2011-02-22,"2,636,966,007","2,212,221,902",R 文化传播
创业板,300183,东软载波,2011-02-22,"462,609,137","335,450,912",I 信息技术
创业板,300184,力源信息,2011-02-22,"1,154,011,922","1,048,391,179",F 批发零售
创业板,300185,通裕重工,2011-03-08,"3,896,826,316","3,705,159,644",C 制造业
创业板,300187,永清环保,2011-03-08,"645,622,165","644,499,467",N 公共环保
创业板,300188,美亚柏科,2011-03-16,"859,477,310","724,263,043",I 信息技术
创业板,300189,神农科技,2011-03-16,"1,024,000,000","963,049,748",A 农林牧渔
创业板,300190,维尔利,2011-03-16,"781,588,507","776,164,404",N 公共环保
创业板,300191,潜能恒信,2011-03-16,"320,000,000","220,070,000",B 采矿业
创业板,300192,科德教育,2011-03-22,"329,143,329","222,142,321",P 教育
创业板,300193,佳士科技,2011-03-22,"487,272,604","432,234,884",C 制造业
创业板,300194,福安药业,2011-03-22,"1,189,712,382","967,876,874",C 制造业
创业板,300195,长荣股份,2011-03-29,"423,387,356","313,462,931",C 制造业
创业板,300196,长海股份,2011-03-29,"408,716,044","246,361,679",C 制造业
