板块,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,所属行业
主板,000001,平安银行,1991-04-03,"19,405,918,198","19,405,534,450",J 金融业
主板,000002,万  科Ａ,1991-01-29,"9,724,196,533","9,716,667,215",K 房地产
主板,000004,ST国华,1990-12-01,"132,848,008","118,916,853",I 信息技术
主板,000005,ST星源,1990-12-10,"1,058,536,842","1,057,875,742",N 公共环保
主板,000006,深振业Ａ,1992-04-27,"1,349,995,046","1,349,987,396",K 房地产
主板,000007,*ST全新,1992-04-13,"346,448,044","308,948,044",K 房地产
主板,000008,神州高铁,1992-05-07,"2,716,377,683","2,686,674,473",C 制造业
主板,000009,中国宝安,1991-06-25,"2,579,213,965","2,551,430,324",S 综合
主板,000010,美丽生态,1995-10-27,"1,058,692,292","522,171,498",E 建筑业
主板,000011,深物业A,1992-03-30,"528,373,849","526,475,543",K 房地产
主板,000012,南  玻Ａ,1992-02-28,"1,961,323,047","1,956,966,398",C 制造业
主板,000014,沙河股份,1992-06-02,"242,046,224","242,046,224",K 房地产
主板,000016,深康佳Ａ,1992-03-27,"1,596,593,800","1,596,579,175",C 制造业
主板,000017,深中华A,1992-03-31,"440,821,951","302,984,965",C 制造业
主板,000019,深粮控股,1992-10-12,"1,100,785,974","416,216,407",F 批发零售
主板,000020,深华发Ａ,1992-04-28,"181,165,391","181,165,391",C 制造业
主板,000021,深科技,1994-02-02,"1,560,587,588","1,560,157,463",C 制造业
主板,000023,ST深天,1993-04-29,"138,756,240","138,756,240",C 制造业
主板,000025,特  力Ａ,1993-06-21,"392,778,320","392,778,320",F 批发零售
主板,000026,飞亚达,1993-06-03,"367,691,263","362,553,413",F 批发零售
主板,000027,深圳能源,1993-09-03,"4,757,389,916","4,757,389,916",D 水电煤气
主板,000028,国药一致,1993-08-09,"485,213,797","478,053,712",F 批发零售
主板,000029,深深房Ａ,1993-09-15,"891,660,000","891,652,725",K 房地产
主板,000030,富奥股份,1993-09-29,"1,693,824,170","1,692,209,461",C 制造业
主板,000031,大悦城,1993-10-08,"4,286,313,339","4,002,887,169",K 房地产
主板,000032,深桑达Ａ,1993-10-28,"1,137,959,234","644,763,811",E 建筑业
主板,000034,神州数码,1994-05-09,"669,350,504","550,056,794",F 批发零售
主板,000035,中国天楹,1994-04-08,"2,523,777,297","2,453,345,376",N 公共环保
主板,000036,华联控股,1994-06-17,"1,483,934,025","1,480,828,283",K 房地产
主板,000037,深南电A,1994-07-01,"338,908,150","338,863,225",D 水电煤气
主板,000038,*ST大通,1994-08-08,"522,777,419","250,597,406",L 商务服务
主板,000039,中集集团,1994-04-08,"2,302,682,490","2,301,407,141",C 制造业
主板,000040,东旭蓝天,1994-08-08,"1,486,873,870","1,060,340,670",D 水电煤气
主板,000042,中洲控股,1994-09-21,"664,831,139","663,989,377",K 房地产
主板,000045,深纺织Ａ,1994-08-15,"457,021,849","457,021,849",C 制造业
主板,000046,*ST泛海,1994-09-12,"5,196,200,656","5,173,541,431",J 金融业
主板,000048,京基智农,1994-11-01,"523,239,250","523,239,250",C 制造业
主板,000049,德赛电池,1995-03-20,"299,386,862","299,278,116",C 制造业
主板,000050,深天马Ａ,1995-03-15,"2,457,747,661","2,375,794,164",C 制造业
主板,000055,方大集团,1996-04-15,"679,715,472","675,854,429",C 制造业
主板,000056,皇庭国际,1996-07-08,"966,853,708","903,728,783",L 商务服务
主板,000058,深 赛 格,1996-12-26,"984,739,354","984,696,604",L 商务服务
主板,000059,华锦股份,1997-01-30,"1,599,442,537","1,599,405,037",C 制造业
主板,000060,中金岭南,1997-01-23,"3,737,544,918","3,737,263,668",C 制造业
主板,000061,农 产 品,1997-01-10,"1,696,964,131","1,696,936,756",L 商务服务
主板,000062,深圳华强,1997-01-30,"1,045,909,322","1,044,547,851",F 批发零售
主板,000063,中兴通讯,1997-11-18,"3,985,590,322","3,984,862,079",C 制造业
主板,000065,北方国际,1998-06-05,"1,001,757,748","905,334,162",E 建筑业
主板,000066,中国长城,1997-06-26,"3,225,799,088","3,146,793,277",C 制造业
主板,000068,华控赛格,1997-06-11,"1,006,671,464","1,006,671,464",M 科研服务
主板,000069,华侨城Ａ,1997-09-10,"8,201,793,915","7,056,455,919",K 房地产
主板,000070,特发信息,2000-05-11,"900,344,760","888,578,626",C 制造业
主板,000078,海王生物,1998-12-18,"2,750,833,257","2,626,073,638",F 批发零售
主板,000088,盐 田 港,1997-07-28,"2,249,161,747","2,249,135,473",G 运输仓储
主板,000089,深圳机场,1998-04-20,"2,050,769,509","2,050,742,403",G 运输仓储
主板,000090,天健集团,1999-07-21,"1,868,545,434","1,868,459,934",E 建筑业
主板,000096,广聚能源,2000-07-24,"528,000,000","510,848,000",F 批发零售
主板,000099,中信海直,2000-07-31,"775,770,137","710,215,136",G 运输仓储
主板,000100,TCL科技,2004-01-30,"18,779,080,767","15,014,567,401",C 制造业
主板,000151,中成股份,2000-09-06,"337,370,728","266,543,967",F 批发零售
主板,000153,丰原药业,2000-09-20,"332,111,230","311,977,230",C 制造业
主板,000155,川能动力,2000-09-26,"1,475,926,818","1,296,929,045",D 水电煤气
主板,000156,华数传媒,2000-09-06,"1,852,932,442","1,565,055,111",R 文化传播
主板,000157,中联重科,2000-10-12,"7,096,027,688","7,068,726,983",C 制造业
主板,000158,常山北明,2000-07-24,"1,598,616,721","1,584,265,499",I 信息技术
主板,000159,国际实业,2000-09-26,"480,685,993","480,640,668",F 批发零售
主板,000166,申万宏源,2015-01-26,"22,535,944,560","22,535,507,316",J 金融业
主板,000301,东方盛虹,2000-05-29,"6,611,212,627","5,497,003,129",C 制造业
主板,000333,美的集团,2013-09-18,"7,022,181,291","6,880,596,778",C 制造业
主板,000338,潍柴动力,2007-04-30,"6,783,516,821","5,049,627,710",C 制造业
主板,000400,许继电气,1997-04-18,"1,008,327,309","1,008,306,159",C 制造业
主板,000401,冀东水泥,1996-06-14,"2,658,214,631","1,547,299,781",C 制造业
主板,000402,金 融 街,1996-06-26,"2,988,929,907","2,987,829,036",K 房地产
主板,000403,派林生物,1996-06-28,"732,645,729","636,466,319",C 制造业
主板,000404,长虹华意,1996-06-19,"695,995,979","694,843,822",C 制造业
主板,000407,胜利股份,1996-07-03,"880,084,656","875,767,412",D 水电煤气
主板,000408,藏格矿业,1996-06-28,"1,580,435,073","1,580,418,573",C 制造业
主板,000409,云鼎科技,1996-06-27,"664,210,505","423,376,995",I 信息技术
主板,000410,沈阳机床,1996-07-18,"2,064,746,603","1,680,915,944",C 制造业
主板,000411,英特集团,1996-07-16,"505,459,620","300,845,156",F 批发零售
主板,000413,东旭光电,1996-09-25,"5,382,749,947","5,029,350,156",C 制造业
主板,000415,渤海租赁,1996-07-16,"6,184,521,282","5,392,739,135",L 商务服务
主板,000416,*ST民控,1996-07-19,"531,871,494","531,641,098",J 金融业
主板,000417,合肥百货,1996-08-12,"779,884,200","779,027,451",F 批发零售
主板,000419,通程控股,1996-08-16,"543,582,655","543,361,733",F 批发零售
主板,000420,吉林化纤,1996-08-02,"2,458,868,343","2,458,028,143",C 制造业
主板,000421,南京公用,1996-08-06,"578,261,934","572,646,934",D 水电煤气
主板,000422,湖北宜化,1996-08-15,"897,866,712","897,817,191",C 制造业
主板,000423,东阿阿胶,1996-07-29,"643,976,824","643,976,824",C 制造业
主板,000425,徐工机械,1996-08-28,"11,816,166,093","4,727,667,078",C 制造业
主板,000426,兴业银锡,1996-08-28,"1,837,192,219","1,475,000,717",B 采矿业
主板,000428,华天酒店,1996-08-08,"1,018,926,000","1,018,882,500",H 住宿餐饮
主板,000429,粤高速Ａ,1998-02-20,"1,742,056,126","1,303,329,906",G 运输仓储
主板,000430,张家界,1996-08-29,"404,817,686","331,738,800",N 公共环保
主板,000488,晨鸣纸业,2000-11-20,"1,745,051,684","1,685,544,097",C 制造业
主板,000498,山东路桥,1997-06-09,"1,560,987,803","1,457,849,158",E 建筑业
主板,000501,武商集团,1992-11-20,"768,992,731","768,073,142",F 批发零售
主板,000503,国新健康,1992-11-30,"906,413,204","898,822,204",I 信息技术
主板,000504,南华生物,1992-12-08,"311,573,901","310,673,201",M 科研服务
主板,000505,京粮控股,1992-12-21,"661,975,251","631,105,336",C 制造业
主板,000506,中润资源,1993-03-12,"929,017,761","928,670,961",B 采矿业
主板,000507,珠海港,1993-03-26,"919,734,895","902,337,753",G 运输仓储
主板,000509,华塑控股,1993-05-07,"1,073,128,052","1,073,112,808",Q 卫生
主板,000510,新金路,1993-05-07,"609,182,254","567,242,232",C 制造业
主板,000513,丽珠集团,1993-10-28,"625,721,470","605,860,369",C 制造业
主板,000514,渝 开 发,1993-07-12,"843,770,965","843,770,965",K 房地产
主板,000516,国际医学,1993-08-09,"2,275,255,232","1,899,738,282",Q 卫生
主板,000517,荣安地产,1993-08-06,"3,183,922,485","2,491,986,416",K 房地产
主板,000518,四环生物,1993-09-08,"1,029,556,222","1,029,554,722",C 制造业
主板,000519,中兵红箭,1993-10-08,"1,392,558,982","1,391,500,582",C 制造业
主板,000520,长航凤凰,1993-10-25,"1,012,083,455","1,012,079,705",G 运输仓储
主板,000521,长虹美菱,1993-10-18,"881,733,881","875,312,459",C 制造业
主板,000523,广州浪奇,1993-11-08,"1,835,468,461","1,571,624,427",C 制造业
主板,000524,岭南控股,1993-11-18,"670,208,597","670,081,621",L 商务服务
主板,000525,ST红太阳,1993-10-28,"580,772,873","580,617,168",C 制造业
主板,000526,学大教育,1993-11-01,"117,762,709","117,762,709",P 教育
主板,000528,柳    工,1993-11-18,"1,951,261,261","1,412,932,824",C 制造业
主板,000529,广弘控股,1993-11-18,"583,790,330","569,884,377",C 制造业
主板,000530,冰山冷热,1993-12-08,"601,712,507","600,041,613",C 制造业
主板,000531,穗恒运Ａ,1994-01-06,"822,099,384","822,099,384",D 水电煤气
主板,000532,华金资本,1994-01-03,"344,708,340","343,549,746",S 综合
主板,000533,顺钠股份,1994-01-03,"690,816,000","684,902,400",C 制造业
主板,000534,万泽股份,1994-01-10,"509,037,396","494,403,196",C 制造业
主板,000536,华映科技,1993-11-26,"2,766,032,803","2,763,082,516",C 制造业
主板,000537,广宇发展,1993-12-10,"1,862,520,720","1,862,515,320",K 房地产
主板,000538,云南白药,1993-12-15,"1,796,862,549","1,685,378,678",C 制造业
主板,000539,粤电力Ａ,1993-11-26,"4,451,875,986","2,553,911,699",D 水电煤气
主板,000540,*ST中天,1994-02-02,"7,005,254,679","6,996,237,804",K 房地产
主板,000541,佛山照明,1993-11-23,"1,058,321,409","1,056,501,050",C 制造业
主板,000543,皖能电力,1993-12-20,"2,266,863,331","2,266,863,331",D 水电煤气
主板,000544,中原环保,1993-12-08,"974,684,488","974,684,488",D 水电煤气
主板,000545,金浦钛业,1993-12-15,"986,833,096","985,403,096",C 制造业
主板,000546,ST金圆,1993-12-15,"780,781,962","711,531,829",N 公共环保
主板,000547,航天发展,1993-11-30,"1,598,468,269","1,588,350,696",C 制造业
主板,000548,湖南投资,1993-12-20,"499,215,811","499,188,811",G 运输仓储
主板,000550,江铃汽车,1993-12-01,"519,214,000","518,463,160",C 制造业
主板,000551,创元科技,1994-01-06,"403,984,805","400,080,405",S 综合
主板,000552,甘肃能化,1994-01-06,"4,611,049,054","2,504,607,409",B 采矿业
主板,000553,安道麦A,1993-12-03,"2,177,071,961","2,177,067,461",C 制造业
主板,000554,泰山石油,1993-12-15,"480,793,318","362,647,685",F 批发零售
主板,000555,神州信息,1994-04-08,"983,653,713","980,191,563",I 信息技术
主板,000557,西部创业,1994-06-17,"1,458,374,735","1,457,916,198",G 运输仓储
主板,000558,莱茵体育,1994-05-09,"1,289,223,949","1,288,660,108",K 房地产
主板,000559,万向钱潮,1994-01-10,"3,303,791,344","2,753,037,624",C 制造业
主板,000560,我爱我家,1994-02-02,"2,355,500,851","2,249,034,343",K 房地产
主板,000561,烽火电子,1994-05-09,"604,692,321","601,978,801",C 制造业
主板,000563,陕国投Ａ,1994-01-10,"5,113,970,358","3,964,012,846",J 金融业
主板,000564,ST大集,1994-01-10,"19,163,777,335","15,181,288,441",F 批发零售
主板,000565,渝三峡Ａ,1994-04-08,"433,592,220","433,592,220",C 制造业
主板,000566,海南海药,1994-05-25,"1,297,365,126","1,165,386,641",C 制造业
主板,000567,海德股份,1994-05-25,"1,347,994,590","1,344,498,106",J 金融业
主板,000568,泸州老窖,1994-05-09,"1,471,987,769","1,464,519,180",C 制造业
主板,000570,苏常柴Ａ,1994-07-01,"555,692,507","498,874,326",C 制造业
主板,000571,ST大洲,1994-05-25,"814,064,000","814,036,325",S 综合
主板,000572,海马汽车,1994-08-08,"1,644,636,426","1,642,155,224",C 制造业
主板,000573,粤宏远Ａ,1994-08-15,"638,280,604","632,918,427",K 房地产
主板,000576,甘化科工,1994-09-07,"442,631,734","430,479,489",C 制造业
主板,000581,威孚高科,1998-09-24,"830,199,793","824,080,063",C 制造业
主板,000582,北部湾港,1995-11-02,"1,772,007,076","1,409,672,771",G 运输仓储
主板,000584,ST工智,1995-11-28,"760,937,577","749,228,302",C 制造业
主板,000586,汇源通信,1995-12-20,"193,440,000","193,440,000",C 制造业
主板,000589,贵州轮胎,1996-03-08,"1,147,227,148","1,113,556,648",C 制造业
主板,000590,启迪药业,1996-01-19,"239,471,267","239,376,227",C 制造业
主板,000591,太阳能,1996-02-08,"3,909,227,441","3,595,164,818",D 水电煤气
主板,000592,平潭发展,1996-03-27,"1,931,780,892","1,913,936,915",A 农林牧渔
主板,000593,德龙汇能,1996-03-12,"358,631,009","358,456,319",D 水电煤气
主板,000595,宝塔实业,1996-04-19,"1,138,656,366","1,138,217,668",C 制造业
主板,000596,古井贡酒,1996-09-27,"408,600,000","408,600,000",C 制造业
主板,000597,东北制药,1996-05-23,"1,434,316,265","1,338,285,261",C 制造业
主板,000598,兴蓉环境,1996-05-29,"2,985,566,321","2,968,576,321",D 水电煤气
主板,000599,青岛双星,1996-04-30,"816,758,987","816,725,739",C 制造业
主板,000600,建投能源,1996-06-06,"1,791,626,376","1,090,042,876",D 水电煤气
主板,000601,韶能股份,1996-08-30,"1,080,551,669","1,079,896,497",D 水电煤气
主板,000603,盛达资源,1996-08-23,"689,969,346","588,809,719",B 采矿业
主板,000605,渤海股份,1996-09-13,"352,658,600","337,643,688",D 水电煤气
主板,000606,顺利退,1996-10-04,"765,799,353","765,799,353",I 信息技术
主板,000607,华媒控股,1996-08-30,"1,017,698,410","884,917,794",R 文化传播
主板,000608,阳光股份,1996-09-19,"749,913,309","749,913,309",K 房地产
主板,000609,中迪投资,1996-10-10,"299,265,522","292,089,522",S 综合
主板,000610,西安旅游,1996-09-26,"236,747,901","235,443,700",N 公共环保
主板,000612,焦作万方,1996-09-26,"1,192,199,394","1,191,420,144",C 制造业
主板,000615,*ST美谷,1996-10-16,"762,979,719","761,770,184",K 房地产
主板,000616,*ST海投,1996-11-08,"1,430,234,425","1,430,226,925",K 房地产
主板,000617,中油资本,1996-10-22,"12,642,079,079","12,642,079,079",J 金融业
主板,000619,海螺新材,1996-10-23,"360,000,000","360,000,000",C 制造业
主板,000620,*ST新联,1996-10-29,"1,896,690,420","1,896,624,195",K 房地产
主板,000622,恒立实业,1996-11-07,"425,226,000","425,226,000",C 制造业
主板,000623,吉林敖东,1996-10-28,"1,163,105,155","1,159,311,103",C 制造业
主板,000625,长安汽车,1997-06-10,"8,280,184,645","7,648,132,909",C 制造业
主板,000626,远大控股,1996-11-28,"508,940,464","502,014,185",F 批发零售
主板,000627,天茂集团,1996-11-12,"4,940,629,165","4,552,504,165",J 金融业
主板,000628,高新发展,1996-11-18,"352,280,000","192,074,040",E 建筑业
主板,000629,钒钛股份,1996-11-15,"8,602,447,902","8,589,596,637",C 制造业
主板,000630,铜陵有色,1996-11-20,"10,526,533,308","10,526,382,051",C 制造业
主板,000631,顺发恒业,1996-11-22,"2,432,519,168","2,432,519,168",K 房地产
主板,000632,三木集团,1996-11-21,"465,519,570","465,481,606",F 批发零售
主板,000633,合金投资,1996-11-12,"385,106,373","385,103,448",C 制造业
主板,000635,英 力 特,1996-11-20,"304,610,502","303,087,602",C 制造业
主板,000636,风华高科,1996-11-29,"1,157,013,211","1,078,476,930",C 制造业
主板,000637,ST实华,1996-11-14,"519,875,356","367,988,142",C 制造业
主板,000638,万方发展,1996-11-26,"310,015,551","308,774,601",I 信息技术
主板,000639,西王食品,1996-11-26,"1,079,428,095","1,079,426,772",C 制造业
主板,000650,仁和药业,1996-12-10,"1,399,938,234","1,342,318,959",C 制造业
主板,000651,格力电器,1996-11-18,"5,631,405,741","5,592,138,802",C 制造业
主板,000652,泰达股份,1996-11-28,"1,475,573,852","1,474,454,109",F 批发零售
主板,000655,金岭矿业,1996-11-28,"595,340,230","595,340,230",B 采矿业
主板,000656,金科股份,1996-11-28,"5,339,715,816","5,308,376,017",K 房地产
主板,000657,中钨高新,1996-12-05,"1,397,508,114","1,232,002,759",C 制造业
主板,000659,珠海中富,1996-12-03,"1,285,702,520","1,285,702,520",C 制造业
主板,000661,长春高新,1996-12-18,"404,654,990","401,992,827",C 制造业
主板,000663,永安林业,1996-12-06,"336,683,929","306,297,478",C 制造业
主板,000665,湖北广电,1996-12-10,"1,134,271,287","1,134,223,722",R 文化传播
主板,000666,经纬纺机,1996-12-10,"523,330,000","293,663,494",J 金融业
主板,000667,ST美置,1996-12-05,"2,466,988,633","2,436,311,281",K 房地产
主板,000668,荣丰控股,1996-12-10,"146,841,890","146,688,393",K 房地产
主板,000669,ST金鸿,1996-12-10,"680,408,797","680,408,797",D 水电煤气
主板,000670,盈方微,1996-12-17,"816,627,360","609,847,112",C 制造业
主板,000671,ST阳光城,1996-12-18,"4,140,382,950","4,084,247,903",K 房地产
主板,000672,上峰水泥,1996-12-18,"969,395,450","969,395,450",C 制造业
主板,000676,智度股份,1996-12-24,"1,276,506,972","1,262,312,977",I 信息技术
主板,000677,恒天海龙,1996-12-26,"863,977,948","863,977,948",C 制造业
主板,000678,襄阳轴承,1997-01-06,"459,611,797","459,611,797",C 制造业
主板,000679,大连友谊,1997-01-24,"356,400,000","356,400,000",F 批发零售
主板,000680,山推股份,1997-01-22,"1,500,855,412","1,064,252,853",C 制造业
主板,000681,视觉中国,1997-01-21,"700,577,436","674,931,293",R 文化传播
主板,000682,东方电子,1997-01-21,"1,340,727,007","1,340,599,269",I 信息技术
主板,000683,远兴能源,1997-01-31,"3,621,758,560","3,275,600,023",C 制造业
主板,000685,中山公用,1997-01-23,"1,475,111,351","1,253,176,733",D 水电煤气
主板,000686,东北证券,1997-02-27,"2,340,452,915","2,340,452,915",J 金融业
主板,000688,国城矿业,1997-01-20,"1,117,647,919","1,117,643,449",B 采矿业
主板,000690,宝新能源,1997-01-28,"2,175,887,862","2,174,471,375",D 水电煤气
主板,000691,亚太实业,1997-02-28,"323,270,000","323,270,000",C 制造业
主板,000692,*ST惠天,1997-02-27,"532,832,976","532,826,451",D 水电煤气
主板,000695,滨海能源,1997-02-18,"222,147,539","221,721,339",C 制造业
主板,000697,*ST炼石,1997-03-25,"671,616,059","581,451,905",C 制造业
主板,000698,沈阳化工,1997-02-20,"819,514,395","785,710,473",C 制造业
主板,000700,模塑科技,1997-02-28,"918,015,389","918,015,389",C 制造业
主板,000701,厦门信达,1997-02-26,"565,008,376","411,084,332",F 批发零售
主板,000702,正虹科技,1997-03-18,"266,634,576","266,634,576",C 制造业
主板,000703,恒逸石化,1997-03-28,"3,666,300,519","3,647,129,094",C 制造业
主板,000705,浙江震元,1997-04-10,"334,123,286","281,893,251",F 批发零售
主板,000707,双环科技,1997-04-15,"464,145,765","464,145,765",C 制造业
主板,000708,中信特钢,1997-03-26,"5,047,155,676","5,047,138,876",C 制造业
主板,000709,河钢股份,1997-04-16,"10,337,121,092","10,335,412,323",C 制造业
主板,000710,贝瑞基因,1997-04-22,"354,605,865","310,762,040",M 科研服务
主板,000711,*ST京蓝,1997-04-11,"1,023,667,816","982,573,339",E 建筑业
主板,000712,锦龙股份,1997-04-15,"896,000,000","895,240,775",J 金融业
主板,000713,丰乐种业,1997-04-22,"614,014,980","614,014,980",A 农林牧渔
主板,000715,中兴商业,1997-05-08,"415,718,940","415,059,494",F 批发零售
主板,000716,黑芝麻,1997-04-18,"743,999,550","695,926,611",C 制造业
主板,000717,中南股份,1997-05-08,"2,423,845,590","2,423,560,965",C 制造业
主板,000718,苏宁环球,1997-04-08,"3,034,636,384","2,289,754,222",K 房地产
主板,000719,中原传媒,1997-03-31,"1,023,203,749","667,147,543",R 文化传播
主板,000720,新能泰山,1997-05-09,"1,256,531,571","1,256,531,571",K 房地产
主板,000721,西安饮食,1997-04-30,"573,914,308","435,952,795",H 住宿餐饮
主板,000722,湖南发展,1997-05-22,"464,158,282","464,158,282",D 水电煤气
主板,000723,美锦能源,1997-05-15,"4,326,450,789","3,971,895,478",C 制造业
主板,000725,京东方Ａ,2001-01-12,"37,493,180,684","37,288,767,943",C 制造业
主板,000726,鲁  泰Ａ,2000-12-25,"591,395,126","579,973,184",C 制造业
主板,000727,冠捷科技,1997-05-20,"4,529,566,980","3,419,222,152",C 制造业
主板,000728,国元证券,1997-06-16,"4,363,777,891","4,363,770,185",J 金融业
主板,000729,燕京啤酒,1997-07-16,"2,818,539,341","2,509,560,118",C 制造业
主板,000731,四川美丰,1997-06-17,"585,723,752","585,721,427",C 制造业
主板,000732,ST泰禾,1997-07-04,"2,488,901,440","2,485,953,196",K 房地产
主板,000733,振华科技,1997-07-03,"520,413,168","520,140,918",C 制造业
主板,000735,罗 牛 山,1997-06-11,"1,151,513,578","1,150,897,517",A 农林牧渔
主板,000736,中交地产,1997-04-25,"695,433,689","695,433,689",K 房地产
主板,000737,北方铜业,1997-04-28,"1,772,456,167","726,271,622",C 制造业
主板,000738,航发控制,1997-06-26,"1,315,184,001","1,315,184,001",C 制造业
主板,000739,普洛药业,1997-05-09,"1,178,523,492","1,178,083,671",C 制造业
主板,000750,国海证券,1997-07-09,"5,444,525,514","5,444,525,514",J 金融业
主板,000751,锌业股份,1997-06-26,"1,409,869,279","1,409,869,279",C 制造业
主板,000752,*ST西发,1997-06-25,"263,758,491","263,758,491",C 制造业
主板,000753,漳州发展,1997-06-26,"991,481,071","991,481,071",F 批发零售
主板,000755,山西路桥,1997-06-27,"1,467,310,196","610,043,921",G 运输仓储
主板,000756,新华制药,1997-08-06,"479,682,835","441,006,160",C 制造业
主板,000757,浩物股份,1997-06-27,"640,205,880","511,167,338",F 批发零售
主板,000758,中色股份,1997-04-16,"1,993,023,874","1,969,329,094",B 采矿业
主板,000759,中百集团,1997-05-19,"681,021,500","655,706,025",F 批发零售
主板,000761,本钢板材,1998-01-15,"3,708,214,747","3,708,160,072",C 制造业
主板,000762,西藏矿业,1997-07-08,"521,171,240","520,800,618",B 采矿业
主板,000766,通化金马,1997-04-30,"966,494,707","848,564,434",C 制造业
主板,000767,晋控电力,1997-06-09,"3,076,942,219","2,912,240,417",D 水电煤气
主板,000768,中航西飞,1997-06-26,"2,781,740,071","2,768,639,446",C 制造业
主板,000776,广发证券,1997-06-11,"5,919,291,464","5,919,291,464",J 金融业
主板,000777,中核科技,1997-07-10,"385,494,593","383,410,827",C 制造业
主板,000778,新兴铸管,1997-06-06,"3,990,058,776","3,896,257,692",C 制造业
主板,000779,甘咨询,1997-05-28,"380,095,146","376,041,474",M 科研服务
主板,000782,美达股份,1997-06-19,"528,139,623","528,139,623",C 制造业
主板,000783,长江证券,1997-07-31,"5,529,957,610","5,529,957,610",J 金融业
主板,000785,居然之家,1997-07-11,"6,287,288,273","2,750,882,669",L 商务服务
主板,000786,北新建材,1997-06-06,"1,689,507,842","1,632,450,635",C 制造业
主板,000788,北大医药,1997-06-16,"595,987,425","595,987,425",C 制造业
主板,000789,万年青,1997-09-23,"797,402,592","797,383,685",C 制造业
主板,000790,华神科技,1998-03-27,"628,142,564","618,969,164",C 制造业
主板,000791,甘肃能源,1997-10-14,"1,600,540,535","1,359,560,930",D 水电煤气
主板,000792,盐湖股份,1997-09-04,"5,432,876,672","5,432,802,852",C 制造业
主板,000793,华闻集团,1997-07-29,"1,997,245,457","1,961,008,615",R 文化传播
主板,000795,英洛华,1997-08-08,"1,133,684,103","1,133,684,103",C 制造业
主板,000796,*ST凯撒,1997-07-03,"803,000,258","802,999,058",L 商务服务
主板,000797,中国武夷,1997-07-15,"1,570,754,217","1,570,215,213",K 房地产
主板,000798,中水渔业,1998-02-12,"365,858,712","365,826,212",A 农林牧渔
主板,000799,酒鬼酒,1997-07-18,"324,928,980","324,892,980",C 制造业
主板,000800,一汽解放,1997-06-18,"4,651,242,220","4,622,515,002",C 制造业
主板,000801,四川九洲,1998-05-06,"1,022,806,646","1,022,806,646",C 制造业
主板,000802,北京文化,1998-01-08,"715,900,255","715,465,255",R 文化传播
主板,000803,山高环能,1998-03-03,"351,994,105","285,956,262",N 公共环保
主板,000806,银河退,1998-04-16,"1,099,911,762","881,804,718",C 制造业
主板,000807,云铝股份,1998-04-08,"3,467,957,405","3,431,669,911",C 制造业
主板,000809,铁岭新城,1998-06-16,"824,791,293","824,791,293",N 公共环保
主板,000810,创维数字,1998-06-02,"1,150,216,072","1,117,537,310",C 制造业
主板,000811,冰轮环境,1998-05-28,"745,837,804","745,822,631",C 制造业
主板,000812,陕西金叶,1998-06-23,"768,692,614","768,270,683",C 制造业
主板,000813,德展健康,1998-05-19,"2,173,480,882","2,164,618,490",C 制造业
主板,000815,美利云,1998-06-09,"695,263,035","695,263,035",C 制造业
主板,000816,智慧农业,1997-08-18,"1,445,213,318","1,436,441,572",C 制造业
主板,000818,航锦科技,1997-10-17,"679,156,000","677,367,400",C 制造业
主板,000819,岳阳兴长,1997-06-25,"306,325,255","299,150,255",C 制造业
主板,000820,神雾节能,1998-06-30,"637,245,222","287,656,920",C 制造业
主板,000821,京山轻机,1998-06-26,"622,874,778","580,322,443",C 制造业
主板,000822,山东海化,1998-07-03,"895,091,926","895,091,926",C 制造业
主板,000823,超声电子,1997-10-08,"536,989,273","536,936,203",C 制造业
主板,000825,太钢不锈,1998-10-21,"5,730,847,796","5,696,247,796",C 制造业
主板,000826,启迪环境,1998-02-25,"1,425,353,248","1,425,172,959",N 公共环保
主板,000828,东莞控股,1997-06-17,"1,039,516,992","1,039,515,642",G 运输仓储
主板,000829,天音控股,1997-12-02,"1,025,100,438","1,024,129,669",F 批发零售
主板,000830,鲁西化工,1998-08-07,"1,922,618,011","1,464,383,718",C 制造业
主板,000831,中国稀土,1998-09-11,"980,888,981","980,888,981",C 制造业
主板,000833,粤桂股份,1998-11-11,"668,401,851","378,085,022",S 综合
主板,000836,富通信息,1997-09-29,"1,208,455,224","1,208,455,224",C 制造业
主板,000837,秦川机床,1998-09-28,"899,370,910","693,283,160",C 制造业
主板,000838,财信发展,1997-06-26,"1,100,462,170","1,053,765,855",K 房地产
主板,000839,ST国安,1997-10-31,"3,919,826,352","3,919,622,018",I 信息技术
主板,000848,承德露露,1997-11-13,"1,052,554,074","1,052,527,571",C 制造业
主板,000850,华茂股份,1998-10-07,"943,665,009","943,377,912",C 制造业
主板,000851,高鸿股份,1998-06-09,"1,157,860,020","1,131,742,547",F 批发零售
主板,000852,石化机械,1998-11-26,"955,667,689","903,419,680",C 制造业
主板,000856,冀东装备,1998-08-13,"227,000,000","227,000,000",C 制造业
主板,000858,五 粮 液,1998-04-27,"3,881,608,005","3,881,525,906",C 制造业
主板,000859,国风新材,1998-11-19,"895,976,271","895,854,021",C 制造业
主板,000860,顺鑫农业,1998-11-04,"741,766,989","741,766,989",C 制造业
主板,000861,海印股份,1998-10-28,"2,509,244,757","2,386,797,394",L 商务服务
主板,000862,银星能源,1998-09-15,"706,118,997","501,352,890",D 水电煤气
